payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4697575,76771323,61.8,1.67,ONLINE,PAID
4697581,76771330,221.5,5.98,ONLINE,PAID
4697583,76771401,146.75,3.96,ONLINE,PAID
4697587,76771469,51.05,0.77,ONLINE,PAID
4697589,76771538,81.7,2.21,ONLINE,PAID
4697591,76771792,73.7,1.99,ONLINE,PAID
4697598,76772009,74.7,1.12,ONLINE,PAID
4697600,76772073,48.7,0.73,ONLINE,PAID
4697602,76772106,23.4,0.35,ONLINE,PAID
4697603,76772106,10,0,VOUCHER,PAID
4697605,76772191,79.85,1.2,ONLINE,PAID
4697606,76772192,97.5,1.37,ONLINE,PAID
4697607,76772231,51.05,0.77,ONLINE,PAID
4697608,76772231,10,0,VOUCHER,PAID
4697610,76772295,133.7,3.61,ONLINE,PAID
4697611,76772300,71.8,1.94,ONLINE,PAID
4697612,76772299,128.7,1.93,ONLINE,PAID
4697613,76772299,10,0,VOUCHER,PAID
4697616,76772344,105.7,2.85,ONLINE,PAID
4697617,76772353,38.9,0.58,ONLINE,PAID
4697618,76772366,25.8,0.39,ONLINE,PAID
4697619,76772366,10,0,VOUCHER,PAID
4697620,76772401,131.6,3.55,ONLINE,PAID
4697621,76772402,28.9,0.43,ONLINE,PAID
4697622,76772402,5,0,VOUCHER,PAID
4697623,76772403,83.7,1.17,ONLINE,PAID
4697624,76772411,97,1.36,ONLINE,PAID
4697626,76772508,84.6,1.27,ONLINE,PAID
4697627,76772521,34.9,0.52,ONLINE,PAID
4697628,76772523,485.95,13.12,ONLINE,PAID
4697629,76772599,66.4,1.79,ONLINE,PAID
4697632,76772746,50,0.75,ONLINE,PAID
4697633,76772746,3.9,0.06,ONLINE,PAID
4697635,76772766,46.7,0.65,ONLINE,PAID
4697638,76772850,73.7,1.99,ONLINE,PAID
4697643,76773053,51.8,1.4,ONLINE,PAID
4697644,76773055,32,0.48,ONLINE,PAID
4697646,76773128,91.8,2.48,ONLINE,PAID
4697650,76773211,153.4,4.14,ONLINE,PAID
4697652,76773298,125.15,3.38,ONLINE,PAID
4697653,76773345,71.4,1.93,ONLINE,PAID
4697655,76773406,104.3,2.82,ONLINE,PAID
4697663,76773477,51.8,0.78,ONLINE,PAID
4697668,76773645,51.7,0.78,ONLINE,PAID
4697670,76773700,75.79,1.14,ONLINE,PAID
4697671,76773700,12,0,VOUCHER,PAID
4697672,76773725,6.9,0.1,ONLINE,PAID
4697673,76773725,25,0,VOUCHER,PAID
4697674,76773726,51.8,1.4,ONLINE,PAID
4697682,76773845,171.7,4.64,ONLINE,PAID
4697687,76773897,169.8,4.58,ONLINE,PAID
4697692,76774033,19.5,0.29,ONLINE,PAID
4697693,76774033,5,0,VOUCHER,PAID
4697694,76774034,29.4,0.44,ONLINE,PAID
4697706,76758567,88.5,0,MEAL_BENEFIT,PAID
4697709,76774361,55.58,0.83,ONLINE,PAID
4697710,76774361,20,0,VOUCHER,PAID
4697711,76774369,124.25,3.35,ONLINE,PAID
4697712,76774458,62.7,0.94,ONLINE,PAID
4697714,76774479,40,0.52,ONLINE,PAID
4697715,76774473,40,0.6,ONLINE,PAID
4697719,76774533,165.9,2.49,ONLINE,PAID
4697720,75812156,131.7,0,VOUCHER_DC,PAID
4697721,76765475,85.3,1.15,DEBIT,PAID
4697722,76774668,30.8,0.46,ONLINE,PAID
4697725,76774757,59.7,0.9,ONLINE,PAID
4697730,76775038,223.5,6.03,ONLINE,PAID
4697734,76775180,30,0.45,ONLINE,PAID
4697735,76775180,10,0,VOUCHER,PAID
4697736,76775221,45.8,0.69,ONLINE,PAID
4697737,76775276,58.12,0.87,ONLINE,PAID
4697738,76775314,247.7,6.69,ONLINE,PAID
4697743,76775379,28.5,0.43,ONLINE,PAID
4697744,76744749,35.9,0.5,DEBIT_STORE,PAID
4697745,76775375,126.16,1.89,ONLINE,PAID
4697748,76760316,35.9,0,MEAL_BENEFIT,PAID
4697753,76775529,59.3,1.6,ONLINE,PAID
4697755,76775556,54.59,0.82,ONLINE,PAID
4697756,76775556,5,0,VOUCHER,PAID
4697758,76775626,51.8,1.4,ONLINE,PAID
4697762,76758793,183.7,2.76,CREDIT,PAID
4697763,76741700,79.8,0,MEAL_BENEFIT,PAID
4697764,76775757,305.7,8.25,ONLINE,PAID
4697769,76775833,119.7,3.23,ONLINE,PAID
4697771,76762023,9,0.14,MONEY,PAID
4697775,76776017,67.7,1.83,ONLINE,PAID
4697776,76776025,145.15,3.92,ONLINE,PAID
4697777,76776065,106.3,2.87,ONLINE,PAID
4697778,76776067,78.2,1.17,ONLINE,PAID
4697779,76776109,135.2,3.65,ONLINE,PAID
4697780,76776166,90.8,1.36,ONLINE,PAID
4697782,76776252,143.91,2.16,ONLINE,PAID
4697783,76776256,42.9,0.56,ONLINE,PAID
4697784,76776331,31.5,0.44,ONLINE,PAID
4697785,76776332,66.4,1.79,ONLINE,PAID
4697788,76776378,73.7,1.99,ONLINE,PAID
4697793,76776513,111.7,3.02,ONLINE,PAID
4697797,76776560,123.3,3.33,ONLINE,PAID
4697798,76776607,237.45,6.41,ONLINE,PAID
4697802,76776720,169.2,4.57,ONLINE,PAID
4697803,76776750,29.4,0.44,ONLINE,PAID
4697804,76776750,10,0,VOUCHER,PAID
4697805,76776753,25.89,0.39,ONLINE,PAID
4697806,76776753,10,0,VOUCHER,PAID
4697809,76776833,38.4,0.58,ONLINE,PAID
4697811,76776894,24,0.36,ONLINE,PAID
4697812,76776898,78.9,2.13,ONLINE,PAID
4697813,76765377,89.8,1.35,DEBIT,PAID
4697819,76777130,32,0.48,ONLINE,PAID
4697827,76777311,5.2,0.08,ONLINE,PAID
4697828,76777364,53.9,0.7,ONLINE,PAID
4697830,76777429,25,0.38,ONLINE,PAID
4697831,76777429,8,0,VOUCHER,PAID
4697832,76777492,215.69,3.24,ONLINE,PAID
4697833,76777497,91.8,2.48,ONLINE,PAID
4697834,76777555,220.6,5.96,ONLINE,PAID
4697836,76777685,25.8,0.34,ONLINE,PAID
4697837,76777709,110.7,2.99,ONLINE,PAID
4697838,76777755,49.8,0.75,ONLINE,PAID
4697843,76777925,35.39,0.53,ONLINE,PAID
4697844,76777925,5,0,VOUCHER,PAID
4697846,76778054,57.79,0.87,ONLINE,PAID
4697847,76778054,5,0,VOUCHER,PAID
4697848,76769911,33.9,0.51,CREDIT,PAID
4697851,76778210,74.8,2.02,ONLINE,PAID
4697854,76778379,316.3,8.54,ONLINE,PAID
4697857,76778094,29,0.44,VOUCHER_STORE,PAID
4697860,76778613,49.8,0.75,ONLINE,PAID
4697866,76779024,176.2,4.76,ONLINE,PAID
4697867,76779049,120.6,1.81,ONLINE,PAID
4697869,76779133,91.7,2.48,ONLINE,PAID
4697877,76779247,70.9,1.06,ONLINE,PAID
4697878,76779248,136.7,3.69,ONLINE,PAID
4697879,76779287,178.1,4.81,ONLINE,PAID
4697880,76779289,210.72,3.16,ONLINE,PAID
4697882,76779315,90.38,1.36,ONLINE,PAID
4697883,76779315,10,0,VOUCHER,PAID
4697884,76779327,38.4,0.58,ONLINE,PAID
4697885,76779272,34.9,0.52,ONLINE,PAID
4697893,76779494,94.7,1.41,ONLINE,PAID
4697895,76779525,129.3,3.49,ONLINE,PAID
4697896,76779526,130.7,3.53,ONLINE,PAID
4697898,76779579,23.2,0.32,ONLINE,PAID
4697899,76779579,6.9,0,VOUCHER,PAID
4697900,76779625,54.1,0.76,ONLINE,PAID
4697901,76779706,155.7,4.2,ONLINE,PAID
4697908,76779806,37.9,0.57,ONLINE,PAID
4697909,76779806,20,0,VOUCHER,PAID
4697911,76779890,176.2,4.76,ONLINE,PAID
4697913,76779974,89.7,6.28,ONLINE,PAID
4697917,76780002,47.69,0.72,ONLINE,PAID
4697918,76780019,74.9,1.12,ONLINE,PAID
4697922,76780165,135,2.03,ONLINE,PAID
4697923,76780265,111.8,3.02,ONLINE,PAID
4697925,76780280,63.91,0.96,STORE_DIRECT_PAYMENT,PAID
4697928,76780297,65.6,0.85,ONLINE,PAID
4697930,76780329,185.5,5.01,ONLINE,PAID
4697931,76780363,149.9,2.25,ONLINE,PAID
4697934,76780387,190.9,2.86,ONLINE,PAID
4697935,76780424,107.8,1.62,ONLINE,PAID
4697941,76780635,98.6,2.66,ONLINE,PAID
4697945,76780690,24.9,0.37,ONLINE,PAID
4697946,76780723,34.3,0.45,ONLINE,PAID
4697947,76780746,76.4,2.06,ONLINE,PAID
4697953,76780769,199.99,4,ONLINE,PAID
4697956,76780830,81.7,2.21,ONLINE,PAID
4697959,76780907,207.8,5.61,ONLINE,PAID
4697965,76780980,171.7,4.64,ONLINE,PAID
4697970,76781085,159.05,4.29,ONLINE,PAID
4697973,76781143,28.8,0.43,ONLINE,PAID
4697977,76781186,93.7,2.53,ONLINE,PAID
4697981,76781310,19.9,0.3,ONLINE,PAID
4697982,76781325,167.4,2.51,ONLINE,PAID
4697991,76781526,161.2,4.35,ONLINE,PAID
4697992,76781529,64,0.96,ONLINE,PAID
4697997,76781573,66.7,1,ONLINE,PAID
4698002,76781623,111.89,1.68,ONLINE,PAID
4698005,76781627,165.7,4.47,ONLINE,PAID
4698007,76756669,44.2,0,MEAL_BENEFIT,PAID
4698013,76781753,19.9,0.3,ONLINE,PAID
4698014,76781753,5,0,VOUCHER,PAID
4698016,76781777,247.85,6.69,ONLINE,PAID
4698018,76781817,29.1,0.41,ONLINE,PAID
4698019,76781868,63.87,0.96,ONLINE,PAID
4698020,76775715,59.8,0.9,DEBIT,PAID
4698022,76781889,139.3,3.76,ONLINE,PAID
4698024,76781968,25.9,0.39,ONLINE,PAID
4698026,76781984,44.8,0.67,ONLINE,PAID
4698027,76781999,39,0.59,ONLINE,PAID
4698031,76782027,12,0,VOUCHER,PAID
4698032,76782041,20,0,VOUCHER,PAID
4698034,76782093,112.5,3.04,ONLINE,PAID
4698038,76782118,24,0.36,ONLINE,PAID
4698041,76782192,49.39,0.74,ONLINE,PAID
4698042,76782192,10,0,VOUCHER,PAID
4698043,76782263,70.8,1.06,ONLINE,PAID
4698045,76782290,39.4,0.51,ONLINE,PAID
4698046,76782315,42.4,0.85,ONLINE,PAID
4698048,76782317,50.4,0.76,ONLINE,PAID
4698050,76782333,53.8,0.81,ONLINE,PAID
4698051,76782351,85.7,1.29,ONLINE,PAID
4698052,76782351,10,0,VOUCHER,PAID
4698054,76782382,26.4,0.4,ONLINE,PAID
4698057,76782449,150.4,4.06,ONLINE,PAID
4698061,76782593,263.55,7.12,ONLINE,PAID
4698062,76782597,46.3,0.6,ONLINE,PAID
4698063,76782599,108.5,1.52,ONLINE,PAID
4698067,76782752,115.2,1.72,ONLINE,PAID
4698070,76782892,141.2,3.81,ONLINE,PAID
4698073,76782913,137.6,2.06,ONLINE,PAID
4698074,76782918,53.9,0.81,ONLINE,PAID
4698079,76782979,101.7,2.75,ONLINE,PAID
4698080,76782981,40.8,0.53,ONLINE,PAID
4698081,76782984,55.3,0.77,ONLINE,PAID
4698085,76783074,112,1.68,ONLINE,PAID
4698088,76783146,84.7,1.27,ONLINE,PAID
4698092,76783198,25.9,0.39,ONLINE,PAID
4698093,76783226,29.8,0.39,ONLINE,PAID
4698094,76783253,85.7,1.29,ONLINE,PAID
4698097,76783312,86.7,2.34,ONLINE,PAID
4698100,76783439,91.7,2.48,ONLINE,PAID
4698101,75904691,40.8,0.61,STORE_DIRECT_PAYMENT,PAID
4698102,76783490,52.9,0.79,ONLINE,PAID
4698106,75899455,58.4,0.88,STORE_DIRECT_PAYMENT,PAID
4698107,76783725,316.8,8.55,ONLINE,PAID
4698112,76783785,127.8,3.45,ONLINE,PAID
4698113,76783850,79.8,1.2,ONLINE,PAID
4698117,76783933,110.7,1.66,ONLINE,PAID
4698120,76784057,86.7,2.34,ONLINE,PAID
4698124,76784146,62.3,1.68,ONLINE,PAID
4698127,76784196,71.4,1.93,ONLINE,PAID
4698130,76784255,25.8,0.39,ONLINE,PAID
4698132,76784295,207.1,5.59,ONLINE,PAID
4698133,76784301,75.88,1.14,ONLINE,PAID
4698134,76784301,10,0,VOUCHER,PAID
4698139,76784374,36,0.54,ONLINE,PAID
4698143,76784477,65.88,0.99,ONLINE,PAID
4698144,76784477,10,0,VOUCHER,PAID
4698147,76784494,175.1,4.73,ONLINE,PAID
4698148,76784497,81.85,2.21,ONLINE,PAID
4698149,76784498,119.7,1.68,ONLINE,PAID
4698155,76784620,52.4,0.79,ONLINE,PAID
4698156,76784621,170.2,4.6,ONLINE,PAID
4698157,76784623,36.15,0.54,ONLINE,PAID
4698158,76784623,10,0,VOUCHER,PAID
4698160,76784641,157.9,2.37,ONLINE,PAID
4698161,76784658,80.9,1.05,ONLINE,PAID
4698162,76784699,46.4,0.7,ONLINE,PAID
4698166,76784723,54.1,0.7,ONLINE,PAID
4698167,76784781,61.4,0.92,ONLINE,PAID
4698170,76784830,69.7,1.05,ONLINE,PAID
4698175,76785205,88.9,2.4,ONLINE,PAID
4698179,76785349,161.6,4.36,ONLINE,PAID
4698180,76785351,65.9,0.99,ONLINE,PAID
4698181,76785351,12,0,VOUCHER,PAID
4698182,76785353,80.7,1.21,ONLINE,PAID
4698183,76785384,116.9,1.52,ONLINE,PAID
4698185,76785422,61.05,0.92,ONLINE,PAID
4698186,76785468,161.6,4.36,ONLINE,PAID
4698188,76785499,79,1.03,ONLINE,PAID
4698190,76785559,132.7,3.58,ONLINE,PAID
4698192,76785660,46.9,1.27,ONLINE,PAID
4698193,76785660,11.9,0,VOUCHER,PAID
4698194,76785752,41.39,0.83,ONLINE,PAID
4698198,76785793,116.7,3.15,ONLINE,PAID
4698199,76785874,71.8,1.94,ONLINE,PAID
4698200,76785905,108.2,2.92,ONLINE,PAID
4698201,76777657,40.8,0.53,DEBIT,PAID
4698208,76785993,96.1,1.44,ONLINE,PAID
4698211,76786001,103.9,1.56,ONLINE,PAID
4698217,76786068,70.7,0.99,ONLINE,PAID
4698219,76786080,104.25,2.81,ONLINE,PAID
4698221,76786139,161.2,4.35,ONLINE,PAID
4698223,76786154,49.9,0.75,ONLINE,PAID
4698224,76786156,257,3.86,ONLINE,PAID
4698227,76786240,56.7,0.79,ONLINE,PAID
4698229,76786246,110.8,1.66,ONLINE,PAID
4698230,76786246,5,0,VOUCHER,PAID
4698233,76786298,31.8,0.48,ONLINE,PAID
4698234,76786335,72.8,1.09,ONLINE,PAID
4698237,76786439,82.25,2.22,ONLINE,PAID
4698241,76786533,176.3,4.76,ONLINE,PAID
4698242,76786538,73.9,1.11,ONLINE,PAID
4698243,76786559,74.1,1.11,ONLINE,PAID
4698244,76786563,145.6,3.93,ONLINE,PAID
4698245,76786564,85.7,1.2,ONLINE,PAID
4698246,76786537,39.8,0.6,ONLINE,PAID
4698247,76786590,49.4,0.74,ONLINE,PAID
4698251,76776164,43.6,0.65,DEBIT,PAID
4698256,76777311,69,1.04,CREDIT,PAID
4698260,76786678,195.5,5.28,ONLINE,PAID
4698263,76786698,50.7,0.76,ONLINE,PAID
4698268,76786750,91.3,2.47,ONLINE,PAID
4698270,76771030,28.8,0,MEAL_BENEFIT,PAID
4698271,76786783,71.7,1.94,ONLINE,PAID
4698272,76786783,10,0,VOUCHER,PAID
4698274,76786787,271.4,7.33,ONLINE,PAID
4698275,76786807,100.8,1.51,ONLINE,PAID
4698279,76786875,251.5,6.79,ONLINE,PAID
4698285,76786986,290.7,7.85,ONLINE,PAID
4698293,76787090,63.9,0.96,ONLINE,PAID
4698297,76787308,111.7,3.02,ONLINE,PAID
4698299,76787311,59.8,0.9,ONLINE,PAID
4698301,76787428,49.8,0.75,ONLINE,PAID
4698302,76787317,54.9,0.82,ONLINE,PAID
4698306,76787526,116.6,1.75,ONLINE,PAID
4698307,76787577,188.3,5.08,ONLINE,PAID
4698317,76787668,168.1,4.54,ONLINE,PAID
4698319,76787681,24.9,0.37,ONLINE,PAID
4698322,76787694,35,0.53,ONLINE,PAID
4698323,76787697,126.7,1.89,ONLINE,PAID
4698324,76787723,142.8,3.86,ONLINE,PAID
4698325,76787724,395.5,10.68,ONLINE,PAID
4698326,76787727,105.8,1.59,ONLINE,PAID
4698329,76787795,37.2,0.56,ONLINE,PAID
4698330,76787818,45.8,0.69,ONLINE,PAID
4698332,76787854,213.8,5.77,ONLINE,PAID
4698335,76787886,116.7,3.15,ONLINE,PAID
4698336,76777553,54.7,0.82,DEBIT,PAID
4698337,76787912,24.9,0.37,ONLINE,PAID
4698338,76787912,15,0,VOUCHER,PAID
4698339,76787916,65.3,1.76,ONLINE,PAID
4698340,76787917,96.8,2.61,ONLINE,PAID
4698344,76787941,95.85,1.44,ONLINE,PAID
4698346,76788035,117.5,1.75,ONLINE,PAID
4698347,76788036,105.7,2.85,ONLINE,PAID
4698350,76788120,81.9,1.15,ONLINE,PAID
4698353,76788144,240.5,6.49,ONLINE,PAID
4698356,76788218,166.5,4.5,ONLINE,PAID
4698357,76788220,49.9,0.75,ONLINE,PAID
4698363,76788305,63.8,0.96,ONLINE,PAID
4698364,76788309,89.9,1.35,ONLINE,PAID
4698365,76788321,76.8,1.15,ONLINE,PAID
4698366,76788339,85.3,2.3,ONLINE,PAID
4698367,76788341,44.8,0.67,ONLINE,PAID
4698372,76788410,43.6,0.61,ONLINE,PAID
4698375,76788426,91.7,2.48,ONLINE,PAID
4698376,76788277,48.9,0.73,ONLINE,PAID
4698380,76788499,30.2,0.45,ONLINE,PAID
4698384,76775903,99.9,1.5,DEBIT,PAID
4698387,76788604,148.6,4.01,ONLINE,PAID
4698390,76788661,70.5,1.9,ONLINE,PAID
4698392,76788752,73.5,1.1,ONLINE,PAID
4698394,76788754,71.8,1.94,ONLINE,PAID
4698396,76788788,183.1,4.94,ONLINE,PAID
4698398,76788814,25.9,0.39,ONLINE,PAID
4698400,76788826,123.7,3.34,ONLINE,PAID
4698403,76788872,81.8,2.21,ONLINE,PAID
4698404,76775605,49.9,0.75,CREDIT,PAID
4698406,76788944,86.79,1.3,ONLINE,PAID
4698408,76789018,90.2,1.35,ONLINE,PAID
4698410,76789044,190.2,5.14,ONLINE,PAID
4698411,76789064,65.3,0.85,ONLINE,PAID
4698415,76789108,76.7,1.15,ONLINE,PAID
4698419,76789207,62.7,1.69,ONLINE,PAID
4698421,76789209,69.9,1.05,ONLINE,PAID
4698424,76789262,234.2,6.32,ONLINE,PAID
4698430,76789394,40.8,0.61,ONLINE,PAID
4698435,76789578,20,0,VOUCHER,PAID
4698442,76789754,59.8,0.84,ONLINE,PAID
4698443,76789768,35.45,0.53,ONLINE,PAID
4698444,76789775,129.99,1.95,ONLINE,PAID
4698445,76789778,70.4,0.92,ONLINE,PAID
4698446,76767071,1.4,0.02,MONEY,PAID
4698447,76789809,96.8,2.61,ONLINE,PAID
4698448,76789810,134.3,3.63,ONLINE,PAID
4698449,76789813,71.8,1.94,ONLINE,PAID
4698453,76789844,26.9,0.4,ONLINE,PAID
4698456,76789893,93.7,1.41,ONLINE,PAID
4698457,76789893,3.9,0,VOUCHER,PAID
4698459,76789913,68.7,1.85,ONLINE,PAID
4698460,76789963,183.9,4.97,ONLINE,PAID
4698464,76790010,131.2,3.54,ONLINE,PAID
4698466,76765516,115.06,1.73,PAYMENT_LINK,PAID
4698468,76790104,121.7,3.29,ONLINE,PAID
4698472,76790154,38.7,0.5,ONLINE,PAID
4698473,76790154,8,0,VOUCHER,PAID
4698474,76790155,118.7,1.78,ONLINE,PAID
4698475,76790186,123.15,3.33,ONLINE,PAID
4698480,76790306,184.1,4.97,ONLINE,PAID
4698481,76790309,157.6,4.26,ONLINE,PAID
4698485,76790303,69,1.04,STORE_DIRECT_PAYMENT,PAID
4698488,76790458,111.8,3.02,ONLINE,PAID
4698489,76790460,197.6,5.34,ONLINE,PAID
4698490,76779614,43.5,0,MEAL_BENEFIT,PAID
4698493,76790485,169.9,3.4,ONLINE,PAID
4698494,76790491,161.2,4.35,ONLINE,PAID
4698496,76790495,91.8,2.48,ONLINE,PAID
4698500,76790527,213.94,3.21,ONLINE,PAID
4698507,76790629,71.4,1.93,ONLINE,PAID
4698512,76790722,146.6,3.96,ONLINE,PAID
4698515,76790794,149.7,4.04,ONLINE,PAID
4698519,76790843,111.7,1.68,ONLINE,PAID
4698520,76790850,149.3,4.03,ONLINE,PAID
4698526,76790945,37.96,0.57,ONLINE,PAID
4698527,76790998,46.9,0.7,ONLINE,PAID
4698534,76791271,143.05,3.86,ONLINE,PAID
4698538,76791306,58.8,1.59,ONLINE,PAID
4698539,76791332,32.8,0.49,ONLINE,PAID
4698540,76791332,20,0,VOUCHER,PAID
4698541,76791337,53.8,0.81,ONLINE,PAID
4698542,76791356,140.6,3.8,ONLINE,PAID
4698543,76791357,136.7,3.69,ONLINE,PAID
4698545,76791359,46,0.69,ONLINE,PAID
4698548,76791401,178.2,4.81,ONLINE,PAID
4698549,76791402,51.8,1.4,ONLINE,PAID
4698550,76791404,64.4,0.96,ONLINE,PAID
4698560,76791608,10.49,0.16,ONLINE,PAID
4698566,76791670,33,0.5,ONLINE,PAID
4698567,76791692,42.7,0.64,ONLINE,PAID
4698568,76791782,80.9,1.21,ONLINE,PAID
4698573,76774061,58,0.87,MONEY,PAID
4698574,76792003,175.4,4.74,ONLINE,PAID
4698575,76792055,79.7,1.12,ONLINE,PAID
4698576,76792058,118.2,3.19,ONLINE,PAID
4698579,76792127,58.64,0.88,ONLINE,PAID
4698581,76792133,45.59,0.68,ONLINE,PAID
4698583,76792143,78.6,1.18,ONLINE,PAID
4698584,76792144,106.7,2.88,ONLINE,PAID
4698598,76792394,75.7,1.06,ONLINE,PAID
4698599,76792403,20.8,0.31,ONLINE,PAID
4698600,76792403,10,0,VOUCHER,PAID
4698606,76792477,24.9,0.37,ONLINE,PAID
4698613,76785994,96.8,1.31,DEBIT,PAID
4698615,76792700,75.88,1.14,ONLINE,PAID
4698616,76792700,10,0,VOUCHER,PAID
4698617,76779951,101.3,1.52,DEBIT,PAID
4698618,76792989,42.8,0.64,ONLINE,PAID
4698619,76792991,60.9,1.64,ONLINE,PAID
4698624,76793194,385.6,10.41,ONLINE,PAID
4698627,76793403,25.8,0.39,ONLINE,PAID
4698628,76793487,23.9,0.36,ONLINE,PAID
4698629,76793487,10,0,VOUCHER,PAID
4698631,76793512,35,0.53,STORE_DIRECT_PAYMENT,PAID
4698635,76793592,29.39,0,ONLINE,PAID
4698638,76793644,172.7,4.66,ONLINE,PAID
4698639,76793650,103.6,1.45,ONLINE,PAID
4698640,76793800,29.8,0.45,ONLINE,PAID
4698646,76793943,168.25,4.54,ONLINE,PAID
4698648,76794005,148.4,2.23,ONLINE,PAID
4698649,76794009,19.9,0.3,ONLINE,PAID
4698653,76794020,91.7,2.48,ONLINE,PAID
4698654,76794036,25.8,0.39,ONLINE,PAID
4698655,76794036,10,0,VOUCHER,PAID
4698657,76711123,110.1,1.65,PAYMENT_LINK,PAID
4698665,76794177,156.3,4.22,ONLINE,PAID
4698668,76794223,53.7,0.75,ONLINE,PAID
4698674,76794420,124.9,1.87,ONLINE,PAID
4698675,76794431,172.4,4.65,ONLINE,PAID
4698677,76794461,49.9,0.65,ONLINE,PAID
4698680,76782027,30.29,0.45,DEBIT,PAID
4698681,76794482,116.7,3.15,ONLINE,PAID
4698682,76794484,47.6,0.71,ONLINE,PAID
4698684,76794506,119.88,1.8,ONLINE,PAID
4698685,76794506,10,0,VOUCHER,PAID
4698696,76794620,10,0,VOUCHER,PAID
4698700,76794703,206.75,5.58,ONLINE,PAID
4698701,76794706,318.55,8.6,ONLINE,PAID
4698702,76794708,71.9,1.08,ONLINE,PAID
4698708,76794913,23.7,0.36,ONLINE,PAID
4698710,76794993,213.65,3.2,ONLINE,PAID
4698711,76794995,75.9,1.14,ONLINE,PAID
4698713,76795022,48.9,0.73,ONLINE,PAID
4698715,76795029,53.89,0.81,ONLINE,PAID
4698720,76795196,121.7,3.29,ONLINE,PAID
4698722,76795253,46,0.6,ONLINE,PAID
4698723,76795253,42,0,VOUCHER,PAID
4698724,76795259,55.84,0.84,ONLINE,PAID
4698726,76795334,61.6,0.92,ONLINE,PAID
4698727,76795334,10,0,VOUCHER,PAID
4698728,76795422,10,0,VOUCHER,PAID
4698729,76795422,17.9,0.27,ONLINE,PAID
4698730,76782458,76.7,0,MEAL_BENEFIT,PAID
4698731,76795459,190.2,2.85,ONLINE,PAID
4698741,76795758,105.7,2.85,ONLINE,PAID
4698743,76795763,184.15,4.97,ONLINE,PAID
4698744,76795781,38.7,0.58,ONLINE,PAID
4698745,76795781,10,0,VOUCHER,PAID
4698750,76795945,46.6,0.61,ONLINE,PAID
4698755,76796068,106.6,1.49,ONLINE,PAID
4698757,76796102,33.7,0.51,ONLINE,PAID
4698758,76796102,8,0,VOUCHER,PAID
4698765,76796234,99.7,2.69,ONLINE,PAID
4698766,76796403,74.4,1.04,ONLINE,PAID
4698767,76796417,17.9,0.27,ONLINE,PAID
4698768,76796417,12,0,VOUCHER,PAID
4698771,76796459,5,0,VOUCHER,PAID
4698773,76796464,42.39,0.64,ONLINE,PAID
4698775,76796509,52.7,0.79,ONLINE,PAID
4698776,76796510,57.9,0.75,ONLINE,PAID
4698778,76796606,32,0.48,ONLINE,PAID
4698779,76796607,10,0,VOUCHER,PAID
4698780,76796638,203.3,5.49,ONLINE,PAID
4698781,76796641,60.9,0.91,ONLINE,PAID
4698782,76796642,55.79,0.84,ONLINE,PAID
4698787,76796651,25.8,0.39,ONLINE,PAID
4698788,76796651,10,0,VOUCHER,PAID
4698792,76796665,49.9,0.75,ONLINE,PAID
4698796,76796687,59.29,0.89,ONLINE,PAID
4698797,76796687,5,0,VOUCHER,PAID
4698800,76796780,85.3,2.3,ONLINE,PAID
4698803,76796983,39.8,0.6,ONLINE,PAID
4698806,76797032,29.8,0.39,ONLINE,PAID
4698807,76797053,119.8,1.8,ONLINE,PAID
4698808,76797071,35.7,0.54,ONLINE,PAID
4698809,76797071,10,0,VOUCHER,PAID
4698810,76788303,44.3,0.62,DEBIT,PAID
4698811,76788838,50.8,0.76,DEBIT,PAID
4698812,76797122,27.47,0.41,ONLINE,PAID
4698813,76797122,3.33,0,VOUCHER,PAID
4698819,76797241,69.95,1.05,ONLINE,PAID
4698822,76797287,59.7,0.9,ONLINE,PAID
4698823,76797290,111.7,1.68,ONLINE,PAID
4698824,76797305,59.7,0.9,ONLINE,PAID
4698825,76797319,64.8,0.97,ONLINE,PAID
4698827,76797331,70.7,0.99,ONLINE,PAID
4698828,76797350,42,0.55,ONLINE,PAID
4698829,76797350,42,0,VOUCHER,PAID
4698830,76787013,34.9,0.49,DEBIT,PAID
4698831,76797369,10,0,VOUCHER,PAID
4698832,76797367,50.75,0.76,ONLINE,PAID
4698840,76797469,62.9,0.94,ONLINE,PAID
4698841,76797492,69.9,1.05,ONLINE,PAID
4698845,76797536,120.2,3.25,ONLINE,PAID
4698847,76797552,71.8,1.94,ONLINE,PAID
4698853,76797586,116.7,1.75,ONLINE,PAID
4698854,76797586,8,0.12,ONLINE,PAID
4698860,76797702,69.7,1.05,ONLINE,PAID
4698861,76797768,123.75,3.34,ONLINE,PAID
4698865,76797844,58.7,1.58,ONLINE,PAID
4698872,76789156,38.8,0.58,DEBIT,PAID
4698873,76798007,39.8,0.6,ONLINE,PAID
4698878,76798102,135.5,3.66,ONLINE,PAID
4698879,76798103,50,0.75,ONLINE,PAID
4698881,76798199,5,0,VOUCHER,PAID
4698882,76798202,112.2,1.46,ONLINE,PAID
4698883,76798235,51.9,0.78,ONLINE,PAID
4698884,76798248,112.6,3.04,ONLINE,PAID
4698888,76798262,140.9,2.11,ONLINE,PAID
4698900,76798606,112.39,1.69,ONLINE,PAID
4698901,76798611,196.8,5.31,ONLINE,PAID
4698903,76798675,104.25,2.81,ONLINE,PAID
